UNIT_LINK,lith_rank,lith1,lith2,lith3,lith4,lith5,low_lith,lith_form,lith_com
TNCAs;14,Incidental,Unconsolidated,Fine-detrital,Clay,,,Clay ,,
TNCAu;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNCAu;14,Minor,Sedimentary,Clastic,Sandstone,Arkose,,Arkose,, 
TNCAu;14,Minor,Sedimentary,Clastic,Sandstone,Graywacke,,Graywacke,, 
TNCAu;14,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
TNCAu;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNCAu;14,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNCAu;14,Incidental,Igneous,Volcanic,Mafic-volcanic,Basalt,,Basalt,, 
TND;2,Minor,Sedimentary,Chemical,Chert,,,Chert,,novaculitic chert 
TND;2,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TND;2,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TND;2,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TND;2,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,tripolitic clay 
TND;4,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TND;4,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TND;4,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TND;4,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNDSs;12,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNDSs;12,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNDSs;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNDSs;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNig;11,Major,Metamorphic,Metaigneous,Metaintrusive,Metadiorite,,Metadiorite,,metadiorite 
TNig;11,Major,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,,metagabbro 
TNig;15,Minor,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,Dike or sill,metagabbro 
TNig;15,Minor,Metamorphic,Metaigneous,Metaintrusive,Metadiorite,,Metadiorite,Dike or sill,metadiorite 
TNKc;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"sparsely glauconitic sand, locally interbedded with laminated lignitic clay "
TNKc;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNKc;3,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,sparsely glauconitic 
TNKc;3,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,lignitic clay 
TNKcc;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
TNKcc;1,Incidental,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNKd;1,Major,Unconsolidated,Marl,,,,Marl,, 
TNKe;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,commonly contained carbonized or silicified wood 
TNKe;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"gluauconitic, micaceous "
TNKe;3,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,,may contain carbonized or silicified wood 
TNKe;3,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"glauconitic, micaceous "
TNKm;1,Minor,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNKm;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,locally contains heavy minerals 
TNKo;1,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,,"glauconitic, fossiliferous clay "
TNKo;1,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
TNKs;1,Major,Unconsolidated,Coarse-detrital,Sand,,,Sand,,"quartz and glauconitic sand, argillaceous and locally fossiliferous "
TNKt;1,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
TNKt;1,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,,chert gravel 
TNKt;1,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,,chert gravel 
TNKt;1,Incidental,Unconsolidated,Fine-detrital,Clay,,,Clay,,chert gravel 
TNKt;3,Minor,Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
TNKt;3,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,,chert gravel 
TNKt;3,Incidental,Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNKt;3,Minor,Unconsolidated,Fine-detrital,Silt,,,Silt,, 
TNMbh;3,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMbh;3,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMbh;3,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMbh;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,locally oolitic limestone 
TNMbh;8,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMbh;8,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMDc;10,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,carbonaceous, 
TNMDc;12,Major,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,carbonaceous, 
TNMDSO;10,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,Calcareous, 
TNMDSO;10,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
TNMDSO;10,Incidental,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMDSO;10,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMDSO;10,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMfp;10,Major,Sedimentary,Chemical,Chert,,,Chert,, 
TNMfp;10,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMfp;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMfp;12,Major,Sedimentary,Chemical,Chert,,,Chert,, 
TNMfp;2,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMfp;2,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMfp;2,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMfp;2,Major,Sedimentary,Chemical,Chert,,,Chert,, 
TNMfp;2,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
TNMfp;3,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,,crinoidal limestone 
TNMfp;3,Major,Sedimentary,Chemical,Chert,,,Chert,, 
TNMfp;3,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,Calcareous, 
TNMfp;3,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMfp;3,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
TNMfp;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMfp;8,Incidental,Sedimentary,Clastic,Mudstone,Shale,Black-shale,Black-shale,, 
TNMfp;8,Minor,Sedimentary,Carbonate,Limestone,,,Limestone, ,
TNMfp;8,Major,Sedimentary,Chemical,Chert,,,Chert, ,
TNMg;10,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate, ,
TNMg;10,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,glauconitic ,
TNMg;10,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone, ,
TNMg;10,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNMg;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNMg;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone, ,
TNMg;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,glauconitic ,
TNMg;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate, ,
TNMgg;10,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNMgg;10,Incidental,Sedimentary,Clastic,Siltstone,,,Siltstone, ,
TNMgg;10,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone, ,
TNMgg;10,Major,Sedimentary,Carbonate,Limestone,,,Limestone, ,
TNMgg;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNMgg;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone, ,
TNMgg;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,glauconitic, 
TNMgg;12,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
TNMgg;12,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMm;3,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,fragmental and oolitic limestone 
TNOCAk;13,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
TNMm;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,fragmental and oolitic limestone 
TNMm;8,Incidental,Sedimentary,Chemical,Chert,,,Chert,,fragmental and oolitic limestone with chert at base 
TNMn;10,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMn;10,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMn;10,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMn;10,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMn;12,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMn;12,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMn;12,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMp;10,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMp;10,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMp;10,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMp;12,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMp;12,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMp;12,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMp;3,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMp;3,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMp;3,Incidental,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNMp;3,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,,fragmental and oolitic limestone 
TNMp;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMp;8,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNMp;8,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMp;8,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNMp;8,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMsg;3,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMsg;3,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNMsg;3,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNMsw;2,Major,Unconsolidated,Fine-detrital,Clay,,,Clay,,chert gravel 
TNMsw;2,Major,Unconsolidated,Coarse-detrital,Gravel,,,Gravel,,chert nodules 
TNMsw;3,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,"dolomitic and cherty, somewhat shaly "
TNMsw;3,Incidental,Sedimentary,Clastic,Mudstone,Shale,,Shale,,"dolomitic and cherty, somewhat shaly "
TNMsw;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNMsw;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNO;2,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNO;2,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNO;5,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNO;5,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOa;10,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOa;10,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNOa;10,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNOa;10,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNOa;10,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
TNOa;14,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNOa;14,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNOa;14,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNOa;14,Incidental,Sedimentary,Clastic,Conglomerate,,,Conglomerate,, 
TNOa;14,Incidental,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOb;10,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,,metabentonite 
TNOb;10,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNOb;10,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNOb;10,Major,Sedimentary,Clastic,Mudstone,Claystone,,Claystone,, 
TNOb;14,Major,Sedimentary,Clastic,Mudstone,Claystone,,Claystone,, 
TNOb;14,Major,Sedimentary,Clastic,Siltstone,,,Siltstone,, 
TNOb;14,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,, 
TNOb;14,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,, 
TNObh;6,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNObh;6,Major,Sedimentary,Clastic,Sandstone,Arenite,Calcarenite,Calcarenite,, 
TNObh;6,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNObh;6,Incidental,Sedimentary,Carbonate,Limestone,Coquina,,Coquina,, 
TNObh;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,locally nodular 
TNObh;8,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNObr;7,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNObr;7,Major,Tectonite,Cataclasite,,,,Cataclasite,, 
TNObr;9,Major,Tectonite,Cataclasite,,,,Cataclasite,, 
TNObr;9,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNObr;9,Minor,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNOc;10,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOc;10,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNOc;10,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,,quartz sandstone beds at base 
TNOc;14,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone,, 
TNOc;14,Minor,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOc;14,Incidental,Sedimentary,Clastic,Sandstone,,,Sandstone,,quartz sandstone beds at base 
TNOca;6,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOca;6,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite,, 
TNOca;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNOca;8,Incidental,Sedimentary,Clastic,Mudstone,Claystone,Bentonite,Bentonite ,,
TNOCAk;10,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone ,,
TNOCAk;10,Major,Sedimentary,Carbonate,Limestone,,,Limestone ,,
TNOCAk;13,Major,Sedimentary,Carbonate,Dolostone,,,Dolostone ,,
TNpCAm;15,Minor,Metamorphic,Metaigneous,Metaintrusive,Metagabbro,,Metagabbro,, 
TNpCAm;15,Major,Igneous,Plutonic,Granitic,Granite,,Granite,, 
TNpCAm;15,Incidental,Igneous,Plutonic,Dioritic,Diorite,,Diorite ,,
TNpCAm;15,Incidental,Igneous,Plutonic,Anorthosite,,,Anorthosite ,,
TNpCAm;15,Incidental,Igneous,Volcanic,Mafic-volcanic,Basalt,,Basalt ,,
TNpCAm;15,Minor,Metamorphic,Schist,,,,Schist ,,
TNpCAm;15,Minor,Metamorphic,Gneiss,,,,Gneiss ,,
TNpCAm;15,Incidental,Metamorphic,Migmatite,,,,Migmatite ,,
TNpCAo;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
TNpCAo;15,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
TNpCAo;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
TNpCAo;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate ,,
TNpCAo;15,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate ,,
TNpCAo;15,Incidental,Metamorphic,Quartzite,,,,Quartzite ,,
TNpCAo;15,Incidental,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite ,,
TNpCAr;15,Major,Metamorphic,Gneiss,,,,Gneiss ,,
TNpCAr;15,Minor,Metamorphic,Migmatite,,,,Migmatite ,,
TNpCAr;15,Minor,Metamorphic,Schist,,,,Schist ,,
TNpCAr;15,Minor,Metamorphic,Amphibolite,,,,Amphibolite, ,
TNpCAr;15,Incidental,Igneous,Plutonic,Gabbroic,Gabbro,,Gabbro,Dike or sill ,
TNpCAr;15,Incidental,Igneous,Plutonic,Granitic,Granite,,Granite,Dike or sill ,
TNpCArb;15,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate, ,
TNpCArb;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate, ,
TNpCArb;15,Major,Sedimentary,Clastic,Sandstone,,,Sandstone, ,
TNpCAs;15,Incidental,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate, ,
TNpCAs;15,Minor,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite, ,
TNpCAs;15,Minor,Metamorphic,Quartzite,,,,Quartzite, ,
TNpCAs;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone, ,
TNpCAs;15,Minor,Sedimentary,Clastic,Sandstone,Arkose,,Arkose, ,
TNpCAs;15,Major,Sedimentary,Clastic,Siltstone,,,Siltstone, ,
TNpCAss;11,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNpCAss;11,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone, ,
TNpCAss;11,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate, ,
TNpCAss;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale, ,
TNpCAss;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
TNpCAss;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate ,,
TNpCAw;11,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
TNpCAw;11,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
TNpCAw;11,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate ,,
TNpCAw;11,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
TNpCAw;11,Incidental,Metamorphic,Quartzite,,,,Quartzite ,,
TNpCAw;11,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate ,,
TNpCAw;11,Incidental,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite ,,
TNpCAw;15,Incidental,Metamorphic,Metasedimentary,Metaclastic,Phyllite,,Phyllite ,,
TNpCAw;15,Incidental,Metamorphic,Quartzite,,,,Quartzite ,,
TNpCAw;15,Minor,Sedimentary,Clastic,Sandstone,,,Sandstone ,,
TNpCAw;15,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale ,,
TNpCAw;15,Minor,Sedimentary,Clastic,Siltstone,,,Siltstone ,,
TNpCAw;15,Minor,Sedimentary,Clastic,Conglomerate,,,Conglomerate ,,
TNpCAw;15,Minor,Metamorphic,Metasedimentary,Metaclastic,Slate,,Slate ,,
TNQal;1,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand ,,
TNQal;1,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel ,,
TNQal;1,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay ,,
TNQal;1,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt ,,
TNQal;3,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand ,,
TNQal;3,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel ,,
TNQal;3,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay ,,
TNQal;3,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt ,,
TNQal;8,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand ,,
TNQal;8,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel ,,
TNQal;8,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay ,,
TNQal;8,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt ,,
TNQl;1,Major,Unconsolidated,Fine-detrital,Silt,,,Silt ,,
TNQT;1,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel ,,
TNQT;1,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand ,,
TNQT;1,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt ,,
TNQT;1,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNQT;3,"Indeterminate, major",Unconsolidated,Fine-detrital,Silt,,,Silt,, 
TNQT;3,"Indeterminate, major",Unconsolidated,Fine-detrital,Clay,,,Clay,, 
TNQT;3,"Indeterminate, major",Unconsolidated,Coarse-detrital,Gravel,,,Gravel,, 
TNQT;3,"Indeterminate, major",Unconsolidated,Coarse-detrital,Sand,,,Sand,, 
TNS;2,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNS;2,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNS;2,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,, 
TNS;4,Major,Sedimentary,Carbonate,Limestone,,,Limestone,, 
TNS;4,Minor,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
TNS;4,Minor,Sedimentary,Clastic,Mudstone,,,Mudstone,, 
TNS;8,Major,Sedimentary,Carbonate,Limestone,,,Limestone,,locally dolomitic 
TNS;8,Major,Sedimentary,Clastic,Mudstone,Shale,,Shale,, 
